docid,docno,title,rank,query,qid,model
49165,176935,Geostorm (2017),10,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
49165,176935,Geostorm (2017),1,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
16299,86279,Into Eternity (2010),2,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
37777,152595,The Life of Guskou Budori (2012),3,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
32266,139974,Cari fottutissimi amici (1994),4,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
50731,180251,Geo-Disaster (2017),5,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
29075,132796,San Andreas (2015),6,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
47251,172937,Oceans Rising (2017),7,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
5786,5897,"Noah's Arc Principle, The (Arche Noah Prinzip, Das) (1984)",8,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
1398,1438,Dante's Peak (1997),9,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
72431,234171,Firelight (2012),10,Survival movie with a protagonist facing natural disasters.,18,pipeline_4
14379,74685,"Crazies, The (2010)",1,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
49165,176935,Geostorm (2017),2,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
34301,144482,Circle (2015),3,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
37777,152595,The Life of Guskou Budori (2012),4,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
50731,180251,Geo-Disaster (2017),5,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
29075,132796,San Andreas (2015),6,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
1398,1438,Dante's Peak (1997),7,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
72431,234171,Firelight (2012),8,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
28784,132161,Mine (2009),9,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
38069,153218,Dragon's Return (1967),10,Survival movie with a protagonist facing natural disasters.,18,pipeline_5
14379,74685,"Crazies, The (2010)",1,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
49165,176935,Geostorm (2017),2,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
34301,144482,Circle (2015),3,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
37777,152595,The Life of Guskou Budori (2012),4,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
29075,132796,San Andreas (2015),5,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
47251,172937,Oceans Rising (2017),6,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
5786,5897,"Noah's Arc Principle, The (Arche Noah Prinzip, Das) (1984)",7,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
1398,1438,Dante's Peak (1997),8,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
72431,234171,Firelight (2012),9,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
84666,282607,Hamsters (2023),10,Survival movie with a protagonist facing natural disasters.,18,pipeline_6
22518,115210,Fury (2014),1,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
1063,1090,Platoon (1986),2,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
1191,1222,Full Metal Jacket (1987),3,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
2336,2427,"Thin Red Line, The (1998)",4,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
13446,69481,"Hurt Locker, The (2008)",5,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
42818,163645,Hacksaw Ridge (2016),6,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
83104,278578,All Quiet on the Western Front (2022),7,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
20661,106782,"Wolf of Wall Street, The (2013)",8,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
7612,8045,Hamburger Hill (1987),9,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
5047,5152,We Were Soldiers (2002),10,War film with intense combat scenes in a jungle backdrop.,19,pipeline_0
22518,115210,Fury (2014),1,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
29220,133117,Canopy (2013),2,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
19703,102188,Tunnel Rats (1968 Tunnel Rats) (2008),3,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
8742,26325,Hearts and Minds (1974),4,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
15209,80344,Beach Red (1967),5,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
9397,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),6,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
7612,8045,Hamburger Hill (1987),7,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
23402,117867,'71 (2014),8,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
35924,148212,Striker (1987),9,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
82734,277652,What We Left Unfinished (2019),10,War film with intense combat scenes in a jungle backdrop.,19,pipeline_1
6320,6441,Battle of Britain (1969),1,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
11376,51007,Days of Glory (Indigènes) (2006),2,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
22518,115210,Fury (2014),3,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
2336,2427,"Thin Red Line, The (1998)",4,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
1063,1090,Platoon (1986),5,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
42818,163645,Hacksaw Ridge (2016),6,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
8742,26325,Hearts and Minds (1974),7,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
9397,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),8,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
23402,117867,'71 (2014),9,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
48148,174819,Five Came Back (2017),10,War film with intense combat scenes in a jungle backdrop.,19,pipeline_2
2336,2427,"Thin Red Line, The (1998)",1,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
22518,115210,Fury (2014),2,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
6320,6441,Battle of Britain (1969),3,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
9397,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),4,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
19104,99515,Yesterday's Enemy (1959),5,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
11376,51007,Days of Glory (Indigènes) (2006),6,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
1063,1090,Platoon (1986),7,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
42818,163645,Hacksaw Ridge (2016),8,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
48148,174819,Five Came Back (2017),9,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
23402,117867,'71 (2014),10,War film with intense combat scenes in a jungle backdrop.,19,pipeline_3
22518,115210,Fury (2014),1,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
2336,2427,"Thin Red Line, The (1998)",2,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
7612,8045,Hamburger Hill (1987),3,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
8742,26325,Hearts and Minds (1974),4,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
9397,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),5,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
23402,117867,'71 (2014),6,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
29220,133117,Canopy (2013),7,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
6320,6441,Battle of Britain (1969),8,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
15209,80344,Beach Red (1967),9,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
19703,102188,Tunnel Rats (1968 Tunnel Rats) (2008),10,War film with intense combat scenes in a jungle backdrop.,19,pipeline_4
22518,115210,Fury (2014),1,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
1063,1090,Platoon (1986),2,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
2336,2427,"Thin Red Line, The (1998)",3,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
42818,163645,Hacksaw Ridge (2016),4,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
8742,26325,Hearts and Minds (1974),5,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
9397,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),6,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
23402,117867,'71 (2014),7,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
29220,133117,Canopy (2013),8,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
6320,6441,Battle of Britain (1969),9,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
19104,99515,Yesterday's Enemy (1959),10,War film with intense combat scenes in a jungle backdrop.,19,pipeline_5
22518,115210,Fury (2014),1,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
1063,1090,Platoon (1986),2,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
2336,2427,"Thin Red Line, The (1998)",3,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
42818,163645,Hacksaw Ridge (2016),4,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
7612,8045,Hamburger Hill (1987),5,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
8742,26325,Hearts and Minds (1974),6,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
9397,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),7,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
35924,148212,Striker (1987),8,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
23402,117867,'71 (2014),9,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
6320,6441,Battle of Britain (1969),10,War film with intense combat scenes in a jungle backdrop.,19,pipeline_6
1591,1653,Gattaca (1997),1,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
17233,90439,Margin Call (2011),2,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
1164,1193,One Flew Over the Cuckoo's Nest (1975),3,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
2411,2502,Office Space (1999),4,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
22449,114847,Autómata (Automata) (2014),5,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
7933,8644,"I, Robot (2004)",6,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
30129,135133,The Hunger Games: Mockingjay - Part 2 (2015),7,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
81334,272949,Mechanical Violator Hakaider (1995),8,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
5843,5954,25th Hour (2002),9,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
14104,72998,Avatar (2009),10,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_0
1591,1653,Gattaca (1997),1,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
81334,272949,Mechanical Violator Hakaider (1995),2,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
25438,123605,Hustling (1975),3,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
19727,102378,Syrup (2013),4,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
62103,204480,Nineteen Eighty-Four (1954),5,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
17233,90439,Margin Call (2011),6,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
64214,209469,Mangal Pandey - The Rising (2005),7,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
37611,152232,Bunker Palace Hôtel (1989),8,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
29605,133941,2047 - Sights of Death (2014),9,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
22449,114847,Autómata (Automata) (2014),10,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_1
32901,141397,Equals (2015),1,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_2
1591,1653,Gattaca (1997),2,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_2
62103,204480,Nineteen Eighty-Four (1954),3,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_2
7933,8644,"I, Robot (2004)",4,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_2
1475,1527,"Fifth Element, The (1997)",5,Love and rebellion in a futuristic city ruled by powerful corporations.,20,pipeline_2
